Ціна,Поверх,Поверховість,Загальна площа,Площа кухні,Кількість кімнат,Меблювання,Ремонт,Місто,Район,Працює ліфт,Підключене резервне живлення
3500.0,6,9,38.0,8.0,1 кімната,З меблями,Не вказано,Харків,Салтівський (Харків),0,0
18000.0,12,12,64.0,27.0,5+ кімнат,З меблями,Авторський проект,Інше,Невідомо,0,0
11990.0,11,13,60.0,35.0,2 кімнати,З меблями,Авторський проект,Одеса,Приморський (Одеса),1,1
9000.0,18,19,54.0,10.0,2 кімнати,З меблями,Житловий стан,Одеса,Приморський (Одеса),0,0
25159.0,6,10,80.0,20.0,2 кімнати,З меблями,Авторський проект,Львів,Личаківський (Львів),0,0
14000.0,16,17,74.0,32.0,3 кімнати,З меблями,Євроремонт,Харків,Основ'янський (Харків),0,0
4000.0,1,3,25.0,3.0,1 кімната,З меблями,Косметичний ремонт,Інше,Невідомо,0,0
40579.0,3,9,78.0,20.0,3 кімнати,З меблями,Авторський проект,Київ,Солом'янський (Київ),0,0
52752.0,3,20,56.0,20.0,2 кімнати,Не вказано,Не вказано,Київ,Печерський (Київ),0,0
28405.0,2,26,52.0,20.0,1 кімната,З меблями,Євроремонт,Київ,Солом'янський (Київ),0,0
12000.0,7,9,49.0,7.0,2 кімнати,З меблями,Не вказано,Кам'янське,Невідомо,1,0
3800.0,7,9,27.0,7.1,1 кімната,З меблями,Косметичний ремонт,Харків,Індустріальний (Харків),0,0
1000.0,4,5,31.0,6.0,1 кімната,З меблями,Житловий стан,Харків,Слобідський (Харків),0,0
10000.0,4,4,30.0,8.0,1 кімната,З меблями,Авторський проект,Львів,Галицький (Львів),0,1
10000.0,3,5,70.0,8.0,4 кімнати,З меблями,Не вказано,Краматорськ,Невідомо,0,0
11000.0,5,6,38.2,7.0,1 кімната,Не вказано,Косметичний ремонт,Інше,Невідомо,0,0
12000.0,1,1,40.0,12.0,1 кімната,З меблями,Євроремонт,Івано-Франківськ,Невідомо,0,0
14500.0,2,11,36.0,16.0,1 кімната,Не вказано,Євроремонт,Софіївська Борщагівка,Невідомо,0,0
10000.0,1,5,69.0,9.0,3 кімнати,З меблями,Не вказано,Умань,Невідомо,0,0
10000.0,2,9,65.0,7.0,3 кімнати,З меблями,Косметичний ремонт,Вінниця,Ленінський (Вінниця),0,0
6000.0,4,5,29.0,6.0,1 кімната,З меблями,Косметичний ремонт,Харків,Слобідський (Харків),0,0
7000.0,1,10,45.0,12.0,1 кімната,З меблями,Житловий стан,Тернопіль,Невідомо,0,0
48694.0,17,25,55.0,25.0,2 кімнати,З меблями,Не вказано,Київ,Печерський (Київ),0,0
18999.0,1,9,40.0,20.0,1 кімната,З меблями,Авторський проект,Ужгород,Невідомо,0,0
5000.0,2,9,38.0,16.0,2 кімнати,З меблями,Косметичний ремонт,Луцьк,Невідомо,0,0
8000.0,2,2,38.0,14.0,1 кімната,З меблями,Євроремонт,Інше,Невідомо,0,0
3000.0,10,14,45.0,8.0,1 кімната,З меблями,Косметичний ремонт,Харків,Невідомо,0,0
9000.0,7,9,45.0,9.0,2 кімнати,З меблями,Косметичний ремонт,Київ,Невідомо,0,0
6500.0,11,11,22.0,5.0,1 кімната,З меблями,Євроремонт,Бориспіль,Невідомо,0,0
5500.0,2,2,40.0,10.0,1 кімната,З меблями,Косметичний ремонт,Одеса,Приморський (Одеса),0,0
6900.0,12,14,47.0,6.0,2 кімнати,З меблями,Не вказано,Костянтинівка,Невідомо,0,0
12000.0,1,5,50.0,8.0,2 кімнати,З меблями,Не вказано,Ужгород,Невідомо,0,0
8000.0,1,1,32.0,8.0,1 кімната,Не вказано,Косметичний ремонт,Дніпро,Індустріальний (Дніпро),0,0
6500.0,9,9,55.0,9.0,2 кімнати,З меблями,Не вказано,Запоріжжя,Невідомо,0,0
11000.0,7,10,53.0,12.0,2 кімнати,З меблями,Євроремонт,Івано-Франківськ,Невідомо,0,0
10250.0,9,10,28.0,7.0,1 кімната,З меблями,Авторський проект,Одеса,Хаджибейський (Одеса),1,1
7000.0,1,9,36.0,7.0,1 кімната,З меблями,Не вказано,Черкаси,Невідомо,0,0
20289.0,2,18,112.0,12.0,3 кімнати,З меблями,Не вказано,Одеса,Приморський (Одеса),0,0
3300.0,3,9,41.0,8.0,1 кімната,З меблями,Косметичний ремонт,Миколаїв,Невідомо,1,0
12000.0,5,9,75.0,18.0,2 кімнати,З меблями,Косметичний ремонт,Одеса,Приморський (Одеса),0,0
22000.0,9,15,85.0,20.0,3 кімнати,З меблями,Авторський проект,Хмельницький,Невідомо,1,1
13000.0,2,2,75.0,25.0,1 кімната,З меблями,Євроремонт,Хмельницький,Невідомо,0,0
5000.0,3,5,36.0,8.0,1 кімната,З меблями,Житловий стан,Харків,Основ'янський (Харків),0,0
10000.0,1,5,54.0,5.0,3 кімнати,З меблями,Косметичний ремонт,Миколаїв,Центральний (Миколаїв),0,0
28405.0,2,2,100.0,30.0,3 кімнати,З меблями,Авторський проект,Одеса,Приморський (Одеса),0,0
17000.0,3,9,48.0,8.0,2 кімнати,З меблями,Авторський проект,Дніпро,Соборний (Дніпро),1,0
7000.0,9,13,45.0,12.0,1 кімната,З меблями,Не вказано,Харків,Салтівський (Харків),0,0
25000.0,12,25,64.0,16.0,2 кімнати,З меблями,Євроремонт,Інше,Невідомо,0,0
20289.0,16,23,70.0,20.0,1 кімната,З меблями,Авторський проект,Одеса,Приморський (Одеса),0,0
24347.0,4,12,120.0,20.0,3 кімнати,Не вказано,Євроремонт,Чайки,Невідомо,0,0
97389.0,22,25,76.0,20.0,2 кімнати,З меблями,Євроремонт,Київ,Печерський (Київ),0,0
40579.0,8,22,90.0,22.0,3 кімнати,З меблями,Авторський проект,Дніпро,Центральний (Дніпро),0,0
8000.0,6,9,72.0,10.0,2 кімнати,З меблями,Косметичний ремонт,Запоріжжя,Невідомо,0,0
89273.0,1,5,150.0,25.0,3 кімнати,З меблями,Авторський проект,Дніпро,Соборний (Дніпро),0,0
34492.0,6,11,80.0,20.0,3 кімнати,З меблями,Авторський проект,Дніпро,Центральний (Дніпро),0,0
121736.0,5,7,125.0,15.0,3 кімнати,Не вказано,Не вказано,Київ,Шевченківський (Київ),0,0
7500.0,4,5,45.0,7.0,2 кімнати,Не вказано,Не вказано,Полтава,Невідомо,0,0
4800.0,3,5,38.0,6.0,1 кімната,Не вказано,Євроремонт,Харків,Салтівський (Харків),0,0
26000.0,17,26,120.0,36.0,3 кімнати,З меблями,Авторський проект,Київ,Святошинський (Київ),0,0
12000.0,4,4,64.0,9.0,3 кімнати,З меблями,Євроремонт,Інше,Невідомо,0,0
15000.0,1,3,50.0,7.0,1 кімната,З меблями,Євроремонт,Ужгород,Невідомо,0,0
11500.0,2,25,55.0,10.0,1 кімната,З меблями,Євроремонт,Київ,Голосіївський (Київ),0,0
10000.0,4,6,46.0,14.2,1 кімната,З меблями,Євроремонт,Дніпро,Шевченківський (Дніпро),0,0
12000.0,6,9,65.7,18.2,2 кімнати,З меблями,Євроремонт,Дніпро,Індустріальний (Дніпро),0,0
158257.0,17,25,138.0,30.0,2 кімнати,З меблями,Авторський проект,Київ,Печерський (Київ),0,0
56810.0,3,17,248.0,35.0,5+ кімнат,З меблями,Не вказано,Київ,Солом'янський (Київ),0,0
9000.0,12,16,43.0,10.0,1 кімната,Не вказано,Житловий стан,Київ,Невідомо,0,0
11999.0,20,24,85.0,20.0,2 кімнати,З меблями,Євроремонт,Одеса,Приморський (Одеса),1,1
6500.0,7,16,30.0,5.0,1 кімната,З меблями,Не вказано,Одеса,Хаджибейський (Одеса),0,0
2500.0,5,5,35.0,15.0,2 кімнати,З меблями,Не вказано,Інше,Невідомо,0,0
14000.0,2,10,50.0,10.0,2 кімнати,З меблями,Авторський проект,Луцьк,Невідомо,0,0
8000.0,13,24,45.0,16.0,1 кімната,З меблями,Не вказано,Одеса,Київський (Одеса),0,0
7500.0,6,24,36.0,6.0,1 кімната,З меблями,Євроремонт,Одеса,Київський (Одеса),0,0
2500.0,1,6,20.0,5.0,1 кімната,Не вказано,Євроремонт,Харків,Київський (Харків),0,0
6500.0,3,9,40.0,7.0,2 кімнати,З меблями,Житловий стан,Одеса,Пересипський (Одеса),0,0
2500.0,1,1,12.0,4.0,1 кімната,Не вказано,Не вказано,Одеса,Приморський (Одеса),0,0
11000.0,5,9,46.0,14.0,1 кімната,З меблями,Авторський проект,Харків,Основ'янський (Харків),0,0
9600.0,8,9,60.0,8.0,3 кімнати,З меблями,Євроремонт,Одеса,Київський (Одеса),0,0
14000.0,16,28,26.0,2.0,1 кімната,З меблями,Євроремонт,Київ,Дарницький (Київ),0,0
11999.0,18,25,55.0,20.0,1 кімната,З меблями,Євроремонт,Одеса,Приморський (Одеса),1,1
6000.0,6,9,30.0,6.0,1 кімната,З меблями,Євроремонт,Запоріжжя,Дніпровський (Запоріжжя),1,0
13500.0,2,25,93.0,12.0,3 кімнати,Не вказано,Житловий стан,Київ,Дарницький (Київ),0,0
10000.0,2,4,55.0,9.0,2 кімнати,З меблями,Не вказано,Київ,Дарницький (Київ),0,0
4000.0,2,5,32.0,5.0,1 кімната,З меблями,Житловий стан,Кременчук,Невідомо,0,0
5500.0,4,9,55.0,8.0,2 кімнати,З меблями,Не вказано,Інше,Невідомо,0,0
15000.0,1,2,70.0,8.0,2 кімнати,З меблями,Євроремонт,Ужгород,Невідомо,0,0
13000.0,6,10,42.0,17.0,1 кімната,З меблями,Авторський проект,Запоріжжя,Дніпровський (Запоріжжя),0,0
15000.0,4,9,70.0,8.0,3 кімнати,З меблями,Євроремонт,Полтава,Невідомо,0,0
12000.0,13,17,78.4,11.3,2 кімнати,З меблями,Авторський проект,Миколаїв,Невідомо,0,0
20000.0,3,9,86.0,9.0,3 кімнати,Не вказано,Не вказано,Біла Церква,Невідомо,0,0
13500.0,7,9,65.0,10.0,3 кімнати,З меблями,Житловий стан,Дніпро,Шевченківський (Дніпро),0,0
24347.0,2,2,64.0,14.0,2 кімнати,Не вказано,Євроремонт,Ужгород,Невідомо,0,0
17500.0,9,24,40.0,10.0,1 кімната,З меблями,Євроремонт,Дніпро,Центральний (Дніпро),0,0
20289.0,12,25,40.0,12.0,1 кімната,З меблями,Не вказано,Київ,Голосіївський (Київ),0,0
16231.0,5,11,48.0,15.0,1 кімната,З меблями,Євроремонт,Івано-Франківськ,Невідомо,0,0
16231.0,3,4,52.0,20.0,2 кімнати,З меблями,Авторський проект,Івано-Франківськ,Невідомо,0,0
12174.0,4,5,65.0,10.0,2 кімнати,З меблями,Не вказано,Інше,Невідомо,0,0
42608.0,22,24,50.0,17.0,1 кімната,З меблями,Авторський проект,Київ,Шевченківський (Київ),0,0
7500.0,2,9,41.0,10.0,1 кімната,З меблями,Євроремонт,Харків,Індустріальний (Харків),0,0
24000.0,18,25,45.0,21.0,1 кімната,З меблями,Євроремонт,Київ,Дарницький (Київ),0,0
8000.0,2,5,42.0,6.0,2 кімнати,З меблями,Житловий стан,Житомир,Невідомо,0,0
56810.0,5,21,53.0,20.0,2 кімнати,З меблями,Авторський проект,Київ,Печерський (Київ),1,0
8000.0,3,9,65.0,8.0,3 кімнати,З меблями,Євроремонт,Харків,Слобідський (Харків),0,0
6500.0,9,9,32.0,7.0,1 кімната,З меблями,Житловий стан,Дніпро,Центральний (Дніпро),0,0
4000.0,2,4,26.6,5.0,1 кімната,Не вказано,Не вказано,Інше,Невідомо,0,0
13000.0,9,27,60.0,12.0,2 кімнати,З меблями,Євроремонт,Київ,Дарницький (Київ),0,0
9500.0,11,18,30.0,10.0,1 кімната,З меблями,Євроремонт,Київ,Дніпровський (Київ),0,0
15000.0,6,24,40.0,15.0,1 кімната,З меблями,Євроремонт,Одеса,Приморський (Одеса),0,0
17000.0,1,5,69.0,12.0,2 кімнати,З меблями,Євроремонт,Софіївська Борщагівка,Невідомо,0,0
12000.0,8,10,45.1,16.0,1 кімната,З меблями,Євроремонт,Одеса,Київський (Одеса),0,0
4000.0,3,5,33.0,4.0,1 кімната,Не вказано,Не вказано,Харків,Слобідський (Харків),0,0
4500.0,8,9,35.0,8.0,1 кімната,З меблями,Не вказано,Харків,Холодногірський (Харків),1,0
6500.0,17,17,43.0,15.0,1 кімната,З меблями,Євроремонт,Одеса,Київський (Одеса),1,0
9000.0,9,10,50.0,8.0,2 кімнати,З меблями,Житловий стан,Київ,Солом'янський (Київ),0,0
15000.0,5,10,67.0,10.0,2 кімнати,З меблями,Авторський проект,Луцьк,Невідомо,1,0
8000.0,1,5,65.0,7.0,3 кімнати,Не вказано,Косметичний ремонт,Миколаїв,Центральний (Миколаїв),0,0
10000.0,15,25,42.0,18.0,1 кімната,З меблями,Косметичний ремонт,Бровари,Невідомо,0,0
10000.0,5,9,34.0,8.0,1 кімната,З меблями,Не вказано,Київ,Святошинський (Київ),0,0
22318.0,4,10,41.0,21.0,1 кімната,З меблями,Авторський проект,Львів,Личаківський (Львів),1,0
9500.0,5,5,30.0,7.0,1 кімната,З меблями,Не вказано,Київ,Святошинський (Київ),0,0
8900.0,5,9,70.0,11.0,3 кімнати,З меблями,Євроремонт,Харків,Шевченківський  (Харків),0,0
12500.0,14,14,58.0,20.0,2 кімнати,З меблями,Авторський проект,Запоріжжя,Вознесенівський (Запоріжжя),0,0
28405.0,6,10,53.0,12.0,1 кімната,З меблями,Авторський проект,Львів,Сихівський (Львів),0,0
7500.0,13,20,46.0,12.0,1 кімната,З меблями,Євроремонт,Одеса,Пересипський (Одеса),0,0
8116.0,5,5,32.0,7.0,1 кімната,З меблями,Косметичний ремонт,Чернівці,Невідомо,0,0
18260.0,8,10,68.0,14.0,2 кімнати,З меблями,Авторський проект,Чернівці,Невідомо,0,0
13000.0,15,21,80.0,16.0,2 кімнати,З меблями,Євроремонт,Одеса,Київський (Одеса),0,0
9000.0,1,3,30.0,10.0,1 кімната,З меблями,Житловий стан,Львів,Галицький (Львів),0,0
8771.0,4,9,54.0,8.0,2 кімнати,Не вказано,Не вказано,Чернівці,Невідомо,0,0
11000.0,22,24,45.0,8.0,1 кімната,З меблями,Не вказано,Одеса,Приморський (Одеса),1,1
7000.0,5,5,60.0,6.0,3 кімнати,З меблями,Житловий стан,Дніпро,Індустріальний (Дніпро),0,0
2500.0,3,5,20.0,3.0,1 кімната,З меблями,Житловий стан,Харків,Київський (Харків),0,0
11000.0,11,25,45.0,20.0,1 кімната,З меблями,Євроремонт,Бровари,Невідомо,1,0
13000.0,3,10,65.0,25.0,2 кімнати,З меблями,Авторський проект,Харків,Київський (Харків),0,0
3500.0,3,5,56.5,25.5,3 кімнати,З меблями,Євроремонт,Харків,Шевченківський  (Харків),0,0
8000.0,1,2,25.0,5.0,1 кімната,Не вказано,Житловий стан,Бровари,Невідомо,0,0
6000.0,2,5,50.0,6.0,2 кімнати,З меблями,Євроремонт,Харків,Слобідський (Харків),0,0
4500.0,1,2,30.0,10.0,1 кімната,З меблями,Житловий стан,Миколаїв,Iнгульський (Миколаїв),0,0
38000.0,5,10,140.0,17.0,3 кімнати,З меблями,Євроремонт,Дніпро,Шевченківський (Дніпро),0,0
56810.0,4,21,53.0,17.0,2 кімнати,З меблями,Авторський проект,Київ,Печерський (Київ),1,0
22318.0,1,3,42.0,10.0,1 кімната,З меблями,Житловий стан,Львів,Сихівський (Львів),0,0
25000.0,4,4,80.0,14.0,3 кімнати,Не вказано,Євроремонт,Львів,Шевченківський (Львів),0,0
9000.0,5,5,15.0,4.0,1 кімната,Не вказано,Житловий стан,Львів,Галицький (Львів),0,0
12174.0,2,10,44.0,15.0,1 кімната,З меблями,Євроремонт,Івано-Франківськ,Невідомо,0,0
60868.0,12,21,55.0,20.0,2 кімнати,З меблями,Авторський проект,Київ,Печерський (Київ),1,0
12000.0,5,5,68.0,7.0,3 кімнати,З меблями,Євроремонт,Слов'янськ,Невідомо,0,0
16191.0,20,25,48.0,20.0,1 кімната,З меблями,Євроремонт,Одеса,Приморський (Одеса),1,1
11000.0,6,9,43.0,15.0,1 кімната,З меблями,Авторський проект,Івано-Франківськ,Невідомо,0,0
8500.0,2,5,29.0,5.0,1 кімната,З меблями,Косметичний ремонт,Київ,Голосіївський (Київ),0,0
7000.0,2,9,22.38,8.0,1 кімната,З меблями,Косметичний ремонт,Київ,Святошинський (Київ),0,0
10500.0,3,9,35.3,7.5,1 кімната,З меблями,Косметичний ремонт,Київ,Святошинський (Київ),0,0
6000.0,4,5,26.0,5.0,1 кімната,З меблями,Косметичний ремонт,Вишневе,Невідомо,0,0
4000.0,6,9,37.0,7.0,1 кімната,З меблями,Житловий стан,Інше,Невідомо,0,0
14000.0,2,5,47.0,8.0,2 кімнати,З меблями,Косметичний ремонт,Київ,Солом'янський (Київ),0,0
6000.0,7,9,47.0,6.0,2 кімнати,З меблями,Не вказано,Харків,Індустріальний (Харків),0,0
5500.0,3,16,60.0,8.0,2 кімнати,Не вказано,Не вказано,Одеса,Пересипський (Одеса),0,0
12000.0,3,4,40.0,25.0,1 кімната,З меблями,Авторський проект,Одеса,Приморський (Одеса),0,0
7304.0,1,10,23.0,6.0,1 кімната,З меблями,Євроремонт,Тернопіль,Невідомо,0,0
25000.0,8,10,77.0,10.0,3 кімнати,З меблями,Євроремонт,Київ,Дніпровський (Київ),0,0
15000.0,9,17,60.0,15.0,2 кімнати,З меблями,Не вказано,Одеса,Приморський (Одеса),0,0
18000.0,2,5,55.0,10.0,2 кімнати,Не вказано,Не вказано,Дніпро,Центральний (Дніпро),0,0
43000.0,5,12,100.0,25.0,4 кімнати,З меблями,Не вказано,Чайки,Невідомо,0,0
7500.0,10,12,55.0,12.0,1 кімната,З меблями,Євроремонт,Одеса,Приморський (Одеса),0,0
6000.0,14,16,52.0,10.0,2 кімнати,Не вказано,Євроремонт,Одеса,Хаджибейський (Одеса),0,0
8000.0,1,3,73.0,7.0,3 кімнати,З меблями,Косметичний ремонт,Черкаси,Невідомо,0,0
8000.0,4,5,18.5,6.0,1 кімната,З меблями,Не вказано,Новомосковськ,Невідомо,0,0
22318.0,15,24,47.0,1.0,1 кімната,З меблями,Авторський проект,Київ,Шевченківський (Київ),0,0
14000.0,3,6,150.0,15.0,3 кімнати,З меблями,Не вказано,Суми,Невідомо,0,0
16000.0,10,14,52.0,9.0,2 кімнати,З меблями,Житловий стан,Тернопіль,Невідомо,0,0
7000.0,1,5,65.0,7.0,3 кімнати,З меблями,Житловий стан,Краматорськ,Невідомо,0,0
32463.0,3,16,98.0,22.0,3 кімнати,З меблями,Євроремонт,Одеса,Приморський (Одеса),1,1
4000.0,4,11,40.0,7.5,1 кімната,З меблями,Не вказано,Харків,Київський (Харків),0,0
4500.0,6,9,30.0,6.0,1 кімната,З меблями,Не вказано,Одеса,Приморський (Одеса),0,0
20289.0,5,12,54.0,27.0,1 кімната,З меблями,Авторський проект,Львів,Залізничний (Львів),0,0
8000.0,9,9,60.0,10.0,3 кімнати,З меблями,Косметичний ремонт,Миколаїв,Iнгульський (Миколаїв),0,0
10000.0,1,5,61.0,7.0,3 кімнати,З меблями,Авторський проект,Дружківка,Невідомо,0,0
10000.0,1,9,66.0,8.0,3 кімнати,З меблями,Євроремонт,Миколаїв,Центральний (Миколаїв),0,0
8000.0,1,5,30.0,6.0,1 кімната,З меблями,Косметичний ремонт,Костянтинівка,Невідомо,0,0
8500.0,5,5,45.0,7.0,2 кімнати,З меблями,Не вказано,Дніпро,Центральний (Дніпро),0,0
26000.0,2,5,86.0,15.0,3 кімнати,З меблями,Євроремонт,Київ,Дніпровський (Київ),0,0
10145.0,2,6,40.0,10.0,1 кімната,Не вказано,Євроремонт,Тернопіль,Невідомо,0,0
16231.0,1,10,65.0,14.0,2 кімнати,З меблями,Євроремонт,Львів,Шевченківський (Львів),0,0
32463.0,4,5,90.0,35.0,2 кімнати,З меблями,Євроремонт,Львів,Шевченківський (Львів),0,0
10500.0,3,5,32.6,6.1,1 кімната,З меблями,Косметичний ремонт,Рівне,Невідомо,0,0
3800.0,9,9,36.0,9.0,1 кімната,З меблями,Житловий стан,Одеса,Пересипський (Одеса),0,0
52752.0,16,25,180.0,18.0,4 кімнати,З меблями,Авторський проект,Київ,Солом'янський (Київ),1,1
10500.0,3,10,54.0,7.7,2 кімнати,З меблями,Житловий стан,Черкаси,Невідомо,0,0
4000.0,5,9,33.0,7.0,1 кімната,З меблями,Косметичний ремонт,Харків,Шевченківський  (Харків),0,0
6000.0,9,9,55.0,9.0,2 кімнати,З меблями,Не вказано,Краматорськ,Невідомо,0,0
10964.0,5,5,60.0,9.0,2 кімнати,З меблями,Косметичний ремонт,Чернівці,Невідомо,0,0
5000.0,3,3,38.0,6.0,1 кімната,З меблями,Косметичний ремонт,Костянтинівка,Невідомо,0,0
12000.0,8,9,64.0,9.0,3 кімнати,З меблями,Євроремонт,Рівне,Невідомо,0,0
20289.0,1,4,71.0,9.0,3 кімнати,З меблями,Євроремонт,Чернівці,Невідомо,0,0
17542.0,5,6,68.0,10.0,2 кімнати,З меблями,Євроремонт,Чернівці,Невідомо,0,0
25000.0,3,24,62.0,20.0,2 кімнати,Не вказано,Не вказано,Дніпро,Соборний (Дніпро),0,0
32463.0,4,5,76.7,30.0,2 кімнати,З меблями,Авторський проект,Львів,Личаківський (Львів),0,0
5000.0,2,5,36.0,6.0,1 кімната,Не вказано,Не вказано,Чернігів,Невідомо,0,0
3500.0,3,5,48.0,5.0,2 кімнати,З меблями,Житловий стан,Інше,Невідомо,0,0
8116.0,1,5,47.0,9.0,2 кімнати,З меблями,Авторський проект,Одеса,Приморський (Одеса),0,0
9000.0,6,9,40.5,13.8,1 кімната,З меблями,Євроремонт,Дніпро,Індустріальний (Дніпро),0,0
22278.0,2,2,64.0,17.0,2 кімнати,З меблями,Авторський проект,Ужгород,Невідомо,0,0
5500.0,3,3,46.0,12.0,2 кімнати,Не вказано,Не вказано,Харків,Шевченківський  (Харків),0,0
3500.0,11,12,33.0,6.0,1 кімната,З меблями,Житловий стан,Харків,Київський (Харків),0,0
5000.0,3,5,30.0,6.0,1 кімната,Не вказано,Не вказано,Чернігів,Невідомо,0,0
7000.0,5,5,46.0,6.0,2 кімнати,З меблями,Косметичний ремонт,Полтава,Невідомо,0,0
6000.0,3,5,47.0,6.0,2 кімнати,Не вказано,Житловий стан,Костянтинівка,Невідомо,0,0
15000.0,9,10,42.0,20.0,2 кімнати,З меблями,Євроремонт,Дніпро,Центральний (Дніпро),0,0
20289.0,15,17,68.0,25.0,2 кімнати,З меблями,Авторський проект,Харків,Слобідський (Харків),0,0
3700.0,5,5,45.0,6.0,2 кімнати,З меблями,Житловий стан,Кривий Ріг,Невідомо,0,0
8000.0,1,4,43.0,17.0,2 кімнати,З меблями,Не вказано,Ірпінь,Невідомо,0,0
11000.0,6,9,40.0,12.0,1 кімната,З меблями,Євроремонт,Харків,Холодногірський (Харків),0,0
3000.0,1,2,38.0,9.0,1 кімната,З меблями,Косметичний ремонт,Харків,Холодногірський (Харків),0,0
18000.0,7,10,68.0,17.0,2 кімнати,З меблями,Не вказано,Луцьк,Невідомо,0,0
13000.0,4,23,60.0,16.0,2 кімнати,З меблями,Євроремонт,Харків,Шевченківський  (Харків),0,0
24000.0,7,16,56.0,9.0,2 кімнати,З меблями,Євроремонт,Дніпро,Центральний (Дніпро),0,0
6000.0,7,16,43.2,7.5,1 кімната,Не вказано,Не вказано,Одеса,Київський (Одеса),0,0
4000.0,3,16,50.0,9.0,2 кімнати,З меблями,Косметичний ремонт,Харків,Київський (Харків),0,0
20000.0,1,3,73.0,22.0,2 кімнати,З меблями,Євроремонт,Львів,Галицький (Львів),0,0
44637.0,6,18,72.0,20.0,3 кімнати,З меблями,Авторський проект,Дніпро,Соборний (Дніпро),0,0
12000.0,2,9,62.0,14.0,1 кімната,З меблями,Авторський проект,Буча,Невідомо,0,0
5000.0,1,6,24.0,10.0,1 кімната,З меблями,Євроремонт,Одеса,Приморський (Одеса),1,0
40376.0,4,4,116.0,20.0,3 кімнати,З меблями,Авторський проект,Львів,Галицький (Львів),0,0
39470.0,7,24,115.0,35.0,4 кімнати,З меблями,Євроремонт,Одеса,Приморський (Одеса),0,0
11000.0,5,9,45.0,8.0,2 кімнати,З меблями,Не вказано,Дніпро,Шевченківський (Дніпро),0,0
17000.0,15,19,50.0,10.0,2 кімнати,З меблями,Євроремонт,Дніпро,Центральний (Дніпро),0,0
10000.0,14,24,30.0,14.0,1 кімната,Не вказано,Не вказано,Одеса,Приморський (Одеса),0,0
10000.0,5,9,60.0,8.0,3 кімнати,З меблями,Євроремонт,Інше,Невідомо,0,0
22000.0,8,25,42.0,12.0,1 кімната,З меблями,Авторський проект,Дніпро,Соборний (Дніпро),0,0
22318.0,5,10,60.0,18.0,2 кімнати,З меблями,Євроремонт,Львів,Франківський (Львів),0,0
52752.0,3,5,120.0,29.0,3 кімнати,З меблями,Євроремонт,Київ,Шевченківський (Київ),0,0
48694.0,11,16,90.0,15.0,3 кімнати,З меблями,Авторський проект,Київ,Печерський (Київ),0,0
13000.0,1,3,45.0,17.0,1 кімната,З меблями,Авторський проект,Рівне,Невідомо,0,0
19000.0,7,10,62.0,15.0,2 кімнати,Не вказано,Не вказано,Львів,Шевченківський (Львів),0,0
12000.0,3,3,37.0,10.0,1 кімната,З меблями,Євроремонт,Львів,Галицький (Львів),0,0
4500.0,1,5,29.0,6.0,1 кімната,Не вказано,Не вказано,Запоріжжя,Вознесенівський (Запоріжжя),0,0
8000.0,5,5,65.0,7.0,3 кімнати,З меблями,Житловий стан,Костянтинівка,Невідомо,0,0
13000.0,5,9,36.0,9.0,2 кімнати,З меблями,Євроремонт,Дніпро,Шевченківський (Дніпро),0,0
7500.0,4,5,47.0,8.0,2 кімнати,З меблями,Косметичний ремонт,Хмельницький,Невідомо,0,0
5500.0,2,3,25.0,6.0,1 кімната,З меблями,Євроремонт,Одеса,Приморський (Одеса),0,0
3000.0,1,2,17.0,1.5,1 кімната,З меблями,Житловий стан,Харків,Немишлянський (Харків),0,0
14000.0,12,25,42.0,15.0,1 кімната,З меблями,Євроремонт,Київ,Святошинський (Київ),0,0
34000.0,22,36,53.0,11.0,1 кімната,З меблями,Авторський проект,Київ,Шевченківський (Київ),0,0
13000.0,4,11,45.0,10.0,1 кімната,З меблями,Євроремонт,Чайки,Невідомо,1,0
6000.0,5,9,61.0,7.0,3 кімнати,З меблями,Не вказано,Миколаїв,Центральний (Миколаїв),0,0
7000.0,5,12,39.0,8.0,1 кімната,З меблями,Косметичний ремонт,Дніпро,Шевченківський (Дніпро),0,0
7000.0,1,5,47.0,6.0,2 кімнати,З меблями,Косметичний ремонт,Дніпро,Невідомо,0,0
6000.0,15,16,57.0,12.0,2 кімнати,З меблями,Косметичний ремонт,Київ,Голосіївський (Київ),0,0
6500.0,4,9,65.0,9.0,3 кімнати,Не вказано,Не вказано,Одеса,Київський (Одеса),0,0
9000.0,4,9,68.0,9.0,2 кімнати,З меблями,Євроремонт,Харків,Індустріальний (Харків),0,0
6000.0,2,5,30.0,6.0,1 кімната,З меблями,Житловий стан,Одеса,Приморський (Одеса),0,0
12000.0,6,9,50.0,9.0,2 кімнати,З меблями,Євроремонт,Дніпро,Невідомо,0,0
9000.0,1,9,35.0,35.0,1 кімната,З меблями,Не вказано,Кропивницький,Фортечний (Кропивницький),0,0
7000.0,3,9,33.0,7.0,1 кімната,Не вказано,Не вказано,Київ,Подільський (Київ),0,0
6500.0,2,9,44.0,7.0,2 кімнати,З меблями,Євроремонт,Інженерний,Невідомо,0,0
2500.0,1,2,18.0,6.0,1 кімната,З меблями,Не вказано,Херсон,Невідомо,0,0
50723.0,5,26,100.0,25.0,2 кімнати,З меблями,Авторський проект,Дніпро,Соборний (Дніпро),0,0
8500.0,4,9,37.0,9.0,1 кімната,З меблями,Не вказано,Дніпро,Центральний (Дніпро),1,0
